FIPS,FIPSTEXT,y12_M085_valuetext,y12_M085_classRange,Acres of Total Cropland as Percent of Land Area in Acres: 2012_valueNumeric,y12_M270_valueText,y12_M270_classRange,Acres of Cropland and Pastureland Treated with Animal Manure as Percent of Total Cropland Acreage_valueNumeric
31147,31147,69.6,50 - 74,69.6,2.25,Less than 5,2.25
31149,31149,22.76,15 - 29,22.76,0.88,Less than 5,0.88
31151,31151,80.76,75 or more,80.76,3.54,Less than 5,3.54
31153,31153,53.77,50 - 74,53.77,0.96,Less than 5,0.96
31155,31155,85.81,75 or more,85.81,2.27,Less than 5,2.27
31157,31157,50.66,50 - 74,50.66,5.45,14-May,5.45
31159,31159,80.47,75 or more,80.47,3.07,Less than 5,3.07
31161,31161,17.63,15 - 29,17.63,0.69,Less than 5,0.69
31163,31163,35.26,30 - 49,35.26,1.28,Less than 5,1.28
31165,31165,7.1,14-May,7.1,4.66,Less than 5,4.66
31167,31167,71.22,50 - 74,71.22,3.3,Less than 5,3.3
31169,31169,69.16,50 - 74,69.16,0.77,Less than 5,0.77
31171,31171,1.76,Less than 5,1.76,5.25,14-May,5.25
31173,31173,85.71,75 or more,85.71,2.51,Less than 5,2.51
31175,31175,41.45,30 - 49,41.45,1.93,Less than 5,1.93
31177,31177,84.07,75 or more,84.07,2.65,Less than 5,2.65
31179,31179,84.1,75 or more,84.1,5.14,14-May,5.14
31181,31181,48.31,30 - 49,48.31,2.44,Less than 5,2.44
31183,31183,24.69,15 - 29,24.69,1.67,Less than 5,1.67
31185,31185,85.44,75 or more,85.44,1.22,Less than 5,1.22
32001,32001,1.78,Less than 5,1.78,7.69,14-May,7.69
32003,32003,0.09,Less than 5,0.09,8.83,14-May,8.83
32005,32005,4.1,Less than 5,4.1,4.44,Less than 5,4.44
32007,32007,1.55,Less than 5,1.55,4.44,Less than 5,4.44
32009,32009,0.84,Less than 5,0.84,1.25,Less than 5,1.25
32011,32011,1.84,Less than 5,1.84,4.19,Less than 5,4.19
32013,32013,2.68,Less than 5,2.68,0.17,Less than 5,0.17
32015,32015,1.27,Less than 5,1.27,6.24,14-May,6.24
32017,32017,0.33,Less than 5,0.33,16.41,15 - 29,16.41
32019,32019,6.11,14-May,6.11,2.21,Less than 5,2.21
32021,32021,(D),Less than 5,,(D),Less than 5,
32023,32023,0.23,Less than 5,0.23,11.62,14-May,11.62
32027,32027,1.49,Less than 5,1.49,2.6,Less than 5,2.6
32029,32029,(D),Less than 5,,(D),Less than 5,
32031,32031,0.34,Less than 5,0.34,10.53,14-May,10.53
32033,32033,0.43,Less than 5,0.43,4.47,Less than 5,4.47
32510,32510,(D),Less than 5,,(D),Less than 5,
33001,33001,2.24,Less than 5,2.24,26.65,15 - 29,26.65
33003,33003,0.65,Less than 5,0.65,36.24,30 - 59,36.24
33005,33005,2.04,Less than 5,2.04,26.06,15 - 29,26.06
33007,33007,1.08,Less than 5,1.08,40.28,30 - 59,40.28
33009,33009,1.57,Less than 5,1.57,36.35,30 - 59,36.35
33011,33011,1.97,Less than 5,1.97,17.58,15 - 29,17.58
33013,33013,2.3,Less than 5,2.3,25.87,15 - 29,25.87
33015,33015,2.01,Less than 5,2.01,19.91,15 - 29,19.91
33017,33017,3.26,Less than 5,3.26,16.09,15 - 29,16.09
33019,33019,2.41,Less than 5,2.41,33.26,30 - 59,33.26
34001,34001,5.32,14-May,5.32,3.28,Less than 5,3.28
34003,34003,0.33,Less than 5,0.33,20.24,15 - 29,20.24
34005,34005,10.23,14-May,10.23,3.51,Less than 5,3.51
34007,34007,3.34,Less than 5,3.34,2.07,Less than 5,2.07
34009,34009,2.64,Less than 5,2.64,3.27,Less than 5,3.27
34011,34011,16.05,15 - 29,16.05,4.01,Less than 5,4.01
34013,34013,0.03,Less than 5,0.03,0,Less than 5,0
34015,34015,15.53,15 - 29,15.53,6.13,14-May,6.13
34017,34017,0,Less than 5,0,0,Less than 5,0
34019,34019,21.28,15 - 29,21.28,8.31,14-May,8.31
34021,34021,8.62,14-May,8.62,3.43,Less than 5,3.43
34023,34023,6.24,14-May,6.24,2.63,Less than 5,2.63
34025,34025,8.38,14-May,8.38,2.73,Less than 5,2.73
34027,34027,2.45,Less than 5,2.45,8.34,14-May,8.34
34029,34029,0.73,Less than 5,0.73,15.27,15 - 29,15.27
34031,34031,0.21,Less than 5,0.21,6.45,14-May,6.45
34033,34033,38.22,30 - 49,38.22,6.15,14-May,6.15
34035,34035,10.48,14-May,10.48,9.24,14-May,9.24
34037,34037,8.4,14-May,8.4,11.07,14-May,11.07
34039,34039,0.08,Less than 5,0.08,0,Less than 5,0
34041,34041,20.33,15 - 29,20.33,11.62,14-May,11.62
35001,35001,1.68,Less than 5,1.68,3.24,Less than 5,3.24
35003,35003,0.07,Less than 5,0.07,25.96,15 - 29,25.96
35005,35005,1.62,Less than 5,1.62,17.71,15 - 29,17.71
35006,35006,0.13,Less than 5,0.13,6.76,14-May,6.76
35007,35007,0.99,Less than 5,0.99,(D),Less than 5,
35009,35009,53.28,50 - 74,53.28,3.31,Less than 5,3.31
35011,35011,0.75,Less than 5,0.75,27.37,15 - 29,27.37
35013,35013,3.85,Less than 5,3.85,4.42,Less than 5,4.42
35015,35015,1.98,Less than 5,1.98,11.19,14-May,11.19
35017,35017,0.33,Less than 5,0.33,0.61,Less than 5,0.61
35019,35019,0.91,Less than 5,0.91,0.86,Less than 5,0.86
35021,35021,1.57,Less than 5,1.57,(D),14-May,
35023,35023,0.59,Less than 5,0.59,(D),Less than 5,
35025,35025,4.17,Less than 5,4.17,5.86,14-May,5.86
35027,35027,0.16,Less than 5,0.16,2.23,Less than 5,2.23
35028,35028,(D),Less than 5,,(D),Less than 5,
35029,35029,1.96,Less than 5,1.96,5.61,14-May,5.61
35031,35031,1.27,Less than 5,1.27,0.35,Less than 5,0.35
35033,35033,1.08,Less than 5,1.08,0.59,Less than 5,0.59
35035,35035,(D),Less than 5,,(D),Less than 5,
35037,35037,11.75,14-May,11.75,0.1,Less than 5,0.1
35039,35039,1.78,Less than 5,1.78,2.14,Less than 5,2.14
35041,35041,18.53,15 - 29,18.53,4.56,Less than 5,4.56
35043,35043,0.75,Less than 5,0.75,2.55,Less than 5,2.55
35045,35045,3.28,Less than 5,3.28,1.63,Less than 5,1.63
35047,35047,0.74,Less than 5,0.74,0.29,Less than 5,0.29
35049,35049,1.07,Less than 5,1.07,18.05,15 - 29,18.05
35051,35051,0.73,Less than 5,0.73,0.17,Less than 5,0.17
35053,35053,0.5,Less than 5,0.5,10.5,14-May,10.5
35055,35055,1.74,Less than 5,1.74,2.14,Less than 5,2.14
35057,35057,2.24,Less than 5,2.24,(D),30 - 59,
35059,35059,2.7,Less than 5,2.7,3.56,Less than 5,3.56
35061,35061,3.43,Less than 5,3.43,16.66,15 - 29,16.66
36001,36001,10.9,14-May,10.9,6.01,14-May,6.01
36003,36003,10.82,14-May,10.82,21.25,15 - 29,21.25
36005,36005,0,Less than 5,0,0,Less than 5,0
36007,36007,8.43,14-May,8.43,28.15,15 - 29,28.15
36009,36009,11.62,14-May,11.62,25.92,15 - 29,25.92
36011,36011,41.06,30 - 49,41.06,21.34,15 - 29,21.34
36013,36013,19.08,15 - 29,19.08,29.8,15 - 29,29.8
36015,36015,10.79,14-May,10.79,15.62,15 - 29,15.62
36017,36017,13.86,14-May,13.86,31.09,30 - 59,31.09
36019,36019,11.14,14-May,11.14,44.8,30 - 59,44.8
36021,36021,14,14-May,14,14.76,14-May,14.76
36023,36023,18.91,15 - 29,18.91,29.28,15 - 29,29.28
36025,36025,6.43,14-May,6.43,35.19,30 - 59,35.19
36027,36027,8.95,14-May,8.95,11.2,14-May,11.2
36029,36029,14.06,14-May,14.06,24.55,15 - 29,24.55
36031,36031,1.74,Less than 5,1.74,13.97,14-May,13.97
36033,36033,7.18,14-May,7.18,33.46,30 - 59,33.46
36035,36035,4.62,Less than 5,4.62,20.44,15 - 29,20.44
36037,36037,45.42,30 - 49,45.42,26.89,15 - 29,26.89
36039,36039,4.52,Less than 5,4.52,9.61,14-May,9.61
36041,36041,0.02,Less than 5,0.02,6.37,14-May,6.37
36043,36043,8.46,14-May,8.46,24,15 - 29,24
36045,36045,21.37,15 - 29,21.37,28.49,15 - 29,28.49
36047,36047,(D),Less than 5,,(D),Less than 5,
36049,36049,11.92,14-May,11.92,47.18,30 - 59,47.18
36051,36051,37,30 - 49,37,15.9,15 - 29,15.9
36053,36053,26.48,15 - 29,26.48,23.72,15 - 29,23.72
36055,36055,18.91,15 - 29,18.91,3.42,Less than 5,3.42
36057,36057,33.29,30 - 49,33.29,23.46,15 - 29,23.46
36059,36059,0.16,Less than 5,0.16,43.6,30 - 59,43.6
36061,36061,0,Less than 5,0,0,Less than 5,0
36063,36063,35.45,30 - 49,35.45,10.8,14-May,10.8
36065,36065,15.3,15 - 29,15.3,25.97,15 - 29,25.97
36067,36067,20.43,15 - 29,20.43,17.6,15 - 29,17.6
36069,36069,35.96,30 - 49,35.96,19.19,15 - 29,19.19
36071,36071,8.82,14-May,8.82,15.65,15 - 29,15.65
36073,36073,43.74,30 - 49,43.74,6.81,14-May,6.81
36075,36075,7.46,14-May,7.46,18.99,15 - 29,18.99
36077,36077,13.34,14-May,13.34,27.23,15 - 29,27.23
36079,36079,1.11,Less than 5,1.11,6.83,14-May,6.83
36081,36081,0.57,Less than 5,0.57,(D),Less than 5,
36083,36083,12.13,14-May,12.13,12.59,14-May,12.59
36085,36085,(D),Less than 5,,(D),Less than 5,
36087,36087,0.2,Less than 5,0.2,(D),Less than 5,
36089,36089,10.03,14-May,10.03,27.62,15 - 29,27.62
36091,36091,8.45,14-May,8.45,27.17,15 - 29,27.17
36093,36093,6.94,14-May,6.94,7.01,14-May,7.01
36095,36095,13.81,14-May,13.81,16.05,15 - 29,16.05
36097,36097,18.1,15 - 29,18.1,11.92,14-May,11.92
36099,36099,47.32,30 - 49,47.32,18.76,15 - 29,18.76
36101,36101,24.91,15 - 29,24.91,18.38,15 - 29,18.38
36103,36103,3.97,Less than 5,3.97,4.04,Less than 5,4.04
36105,36105,3.68,Less than 5,3.68,26.1,15 - 29,26.1
36107,36107,15.27,15 - 29,15.27,25.22,15 - 29,25.22
36109,36109,17.92,15 - 29,17.92,24.18,15 - 29,24.18
36111,36111,3.63,Less than 5,3.63,8.25,14-May,8.25
36113,36113,0.27,Less than 5,0.27,19.46,15 - 29,19.46
36115,36115,19.16,15 - 29,19.16,29.15,15 - 29,29.15
36117,36117,32.69,30 - 49,32.69,8.86,14-May,8.86
36119,36119,0.53,Less than 5,0.53,18.9,15 - 29,18.9
36121,36121,42.05,30 - 49,42.05,41.6,30 - 59,41.6
36123,36123,40.72,30 - 49,40.72,30.17,30 - 59,30.17
37001,37001,11.71,14-May,11.71,14.05,14-May,14.05
37003,37003,12.59,14-May,12.59,61.81,60 or more,61.81
37005,37005,21.9,15 - 29,21.9,8.4,14-May,8.4
37007,37007,8.33,14-May,8.33,31.95,30 - 59,31.95
37009,37009,12.15,14-May,12.15,5.66,14-May,5.66
37011,37011,7.34,14-May,7.34,1.34,Less than 5,1.34
37013,37013,24.41,15 - 29,24.41,2.37,Less than 5,2.37
37015,37015,21.33,15 - 29,21.33,9.94,14-May,9.94
37017,37017,9.45,14-May,9.45,4.12,Less than 5,4.12
37019,37019,5.05,14-May,5.05,4.08,Less than 5,4.08
37021,37021,4.1,Less than 5,4.1,15.81,15 - 29,15.81
37023,37023,3.99,Less than 5,3.99,19.21,15 - 29,19.21
37025,37025,12.91,14-May,12.91,16.81,15 - 29,16.81
37027,37027,3.91,Less than 5,3.91,28.93,15 - 29,28.93
37029,37029,30.37,30 - 49,30.37,(D),Less than 5,
37031,37031,14.04,14-May,14.04,0.33,Less than 5,0.33
37033,37033,9.11,14-May,9.11,11.21,14-May,11.21
37035,37035,11.5,14-May,11.5,21.44,15 - 29,21.44
37037,37037,6.11,14-May,6.11,41.3,30 - 59,41.3
37039,37039,2.61,Less than 5,2.61,21.12,15 - 29,21.12
37041,37041,43.06,30 - 49,43.06,1.7,Less than 5,1.7
37043,37043,3.14,Less than 5,3.14,16.73,15 - 29,16.73
37045,37045,15.88,15 - 29,15.88,28.42,15 - 29,28.42
37047,37047,19.38,15 - 29,19.38,2.53,Less than 5,2.53
37049,37049,11.34,14-May,11.34,2.17,Less than 5,2.17
37051,37051,11.44,14-May,11.44,8.44,14-May,8.44
37053,37053,19.18,15 - 29,19.18,0.18,Less than 5,0.18
37055,37055,(D),Less than 5,,(D),Less than 5,
37057,37057,11.54,14-May,11.54,9.66,14-May,9.66
37059,37059,17.75,15 - 29,17.75,5.29,14-May,5.29
37061,37061,29.68,15 - 29,29.68,19.45,15 - 29,19.45
37063,37063,3.55,Less than 5,3.55,5.9,14-May,5.9
37065,37065,27.95,15 - 29,27.95,3.92,Less than 5,3.92
37067,37067,7.54,14-May,7.54,6.77,14-May,6.77
37069,37069,18.91,15 - 29,18.91,3.88,Less than 5,3.88
37071,37071,6.65,14-May,6.65,23.27,15 - 29,23.27
37073,37073,20.74,15 - 29,20.74,4.69,Less than 5,4.69
37075,37075,0.77,Less than 5,0.77,1.6,Less than 5,1.6
37077,37077,8.2,14-May,8.2,2.65,Less than 5,2.65
37079,37079,40.76,30 - 49,40.76,5.81,14-May,5.81
37081,37081,10.09,14-May,10.09,9.43,14-May,9.43
37083,37083,25.97,15 - 29,25.97,1.55,Less than 5,1.55
37085,37085,20.23,15 - 29,20.23,9.35,14-May,9.35
37087,37087,2.86,Less than 5,2.86,12.24,14-May,12.24
37089,37089,7.27,14-May,7.27,5.62,14-May,5.62
37091,37091,23.75,15 - 29,23.75,3.31,Less than 5,3.31
37093,37093,14.95,14-May,14.95,7.66,14-May,7.66
37095,37095,21.2,15 - 29,21.2,3.76,Less than 5,3.76
37097,37097,20.51,15 - 29,20.51,20.65,15 - 29,20.65
37099,37099,1.97,Less than 5,1.97,8.15,14-May,8.15
37101,37101,26.39,15 - 29,26.39,3.7,Less than 5,3.7
37103,37103,15.05,15 - 29,15.05,10.47,14-May,10.47
37105,37105,9.2,14-May,9.2,16.02,15 - 29,16.02
37107,37107,36.76,30 - 49,36.76,4.71,Less than 5,4.71
37109,37109,13.43,14-May,13.43,29.36,15 - 29,29.36
37111,37111,2.15,Less than 5,2.15,13.1,14-May,13.1
37113,37113,1.57,Less than 5,1.57,9.1,14-May,9.1
37115,37115,3.55,Less than 5,3.55,6.42,14-May,6.42
37117,37117,30.05,30 - 49,30.05,1,Less than 5,1
37119,37119,1.77,Less than 5,1.77,17.2,15 - 29,17.2
37121,37121,3.04,Less than 5,3.04,10.78,14-May,10.78
37123,37123,3.09,Less than 5,3.09,43.19,30 - 59,43.19
37125,37125,4.3,Less than 5,4.3,50.97,30 - 59,50.97
37127,37127,26.45,15 - 29,26.45,6.22,14-May,6.22
37129,37129,0.98,Less than 5,0.98,24.17,15 - 29,24.17
37131,37131,31.88,30 - 49,31.88,2.13,Less than 5,2.13
37133,37133,7.86,14-May,7.86,8.04,14-May,8.04
37135,37135,8.57,14-May,8.57,10.61,14-May,10.61
37137,37137,18.28,15 - 29,18.28,0.14,Less than 5,0.14
37139,37139,46.64,30 - 49,46.64,(D),Less than 5,
37141,37141,5.48,14-May,5.48,6.42,14-May,6.42
37143,37143,45.77,30 - 49,45.77,4.05,Less than 5,4.05
37145,37145,19.73,15 - 29,19.73,1.73,Less than 5,1.73
37147,37147,31.58,30 - 49,31.58,1.59,Less than 5,1.59
37149,37149,4.67,Less than 5,4.67,20.96,15 - 29,20.96
37151,37151,11.41,14-May,11.41,36.23,30 - 59,36.23
37153,37153,6.41,14-May,6.41,34.94,30 - 59,34.94
37155,37155,32.71,30 - 49,32.71,6.19,14-May,6.19
37157,37157,10.27,14-May,10.27,5.5,14-May,5.5
37159,37159,20.13,15 - 29,20.13,8.23,14-May,8.23
37161,37161,4.47,Less than 5,4.47,32.1,30 - 59,32.1
37163,37163,29.66,15 - 29,29.66,14.41,14-May,14.41
37165,37165,16.36,15 - 29,16.36,6.29,14-May,6.29
37167,37167,21.56,15 - 29,21.56,12.79,14-May,12.79
37169,37169,10.72,14-May,10.72,7.2,14-May,7.2
37171,37171,16.52,15 - 29,16.52,21.54,15 - 29,21.54
37173,37173,(D),Less than 5,,(D),14-May,
37175,37175,2.73,Less than 5,2.73,4.69,Less than 5,4.69
37177,37177,23.23,15 - 29,23.23,(D),Less than 5,
37179,37179,36.69,30 - 49,36.69,15.46,15 - 29,15.46
37181,37181,12,14-May,12,1.77,Less than 5,1.77
37183,37183,8.3,14-May,8.3,2.49,Less than 5,2.49
37185,37185,9.48,14-May,9.48,3.25,Less than 5,3.25
37187,37187,34.04,30 - 49,34.04,1.27,Less than 5,1.27
37189,37189,7.26,14-May,7.26,11.27,14-May,11.27
37191,37191,41.48,30 - 49,41.48,10.4,14-May,10.4
37193,37193,7.49,14-May,7.49,71.12,60 or more,71.12
37195,37195,36.68,30 - 49,36.68,0.79,Less than 5,0.79
37197,37197,24.95,15 - 29,24.95,19.98,15 - 29,19.98
37199,37199,3.1,Less than 5,3.1,8.38,14-May,8.38
38001,38001,60.12,50 - 74,60.12,0.66,Less than 5,0.66
38003,38003,87.62,75 or more,87.62,0.37,Less than 5,0.37
38005,38005,72.5,50 - 74,72.5,1,Less than 5,1
38007,38007,17.86,15 - 29,17.86,0.98,Less than 5,0.98
38009,38009,72.39,50 - 74,72.39,0.36,Less than 5,0.36
38011,38011,50.11,50 - 74,50.11,0.4,Less than 5,0.4
38013,38013,61.54,50 - 74,61.54,0.24,Less than 5,0.24
38015,38015,47.34,30 - 49,47.34,1.85,Less than 5,1.85
38017,38017,92.47,75 or more,92.47,0.82,Less than 5,0.82
38019,38019,91.47,75 or more,91.47,0.15,Less than 5,0.15
38021,38021,66.44,50 - 74,66.44,1.23,Less than 5,1.23
38023,38023,51.95,50 - 74,51.95,0.78,Less than 5,0.78
38025,38025,29.12,15 - 29,29.12,1.67,Less than 5,1.67
38027,38027,71.57,50 - 74,71.57,1.7,Less than 5,1.7
38029,38029,45.92,30 - 49,45.92,1.65,Less than 5,1.65
38031,38031,77.29,75 or more,77.29,1.28,Less than 5,1.28
38033,38033,37.88,30 - 49,37.88,1.03,Less than 5,1.03
38035,38035,81.5,75 or more,81.5,0.73,Less than 5,0.73
38037,38037,47.46,30 - 49,47.46,1.16,Less than 5,1.16
38039,38039,75.47,75 or more,75.47,1.11,Less than 5,1.11
38041,38041,77.08,75 or more,77.08,1.36,Less than 5,1.36
38043,38043,49.71,30 - 49,49.71,1.3,Less than 5,1.3
38045,38045,83.35,75 or more,83.35,0.59,Less than 5,0.59
38047,38047,52.45,50 - 74,52.45,2.3,Less than 5,2.3
38049,38049,52.09,50 - 74,52.09,2.19,Less than 5,2.19
38051,38051,63.68,50 - 74,63.68,1.77,Less than 5,1.77
38053,38053,24.09,15 - 29,24.09,0.45,Less than 5,0.45
38055,38055,62.09,50 - 74,62.09,0.53,Less than 5,0.53
38057,38057,34.6,30 - 49,34.6,1.35,Less than 5,1.35
38059,38059,44.54,30 - 49,44.54,2.37,Less than 5,2.37
38061,38061,49.54,30 - 49,49.54,0.24,Less than 5,0.24
38063,38063,75.58,75 or more,75.58,0.77,Less than 5,0.77
38065,38065,35.71,30 - 49,35.71,1.96,Less than 5,1.96
38067,38067,88.39,75 or more,88.39,0.1,Less than 5,0.1
38069,38069,73.61,50 - 74,73.61,0.58,Less than 5,0.58
38071,38071,81.97,75 or more,81.97,0.17,Less than 5,0.17
38073,38073,61.48,50 - 74,61.48,5.12,14-May,5.12
38075,38075,79.42,75 or more,79.42,0.82,Less than 5,0.82
38077,38077,85.81,75 or more,85.81,0.67,Less than 5,0.67
38079,38079,63.24,50 - 74,63.24,1.16,Less than 5,1.16
38081,38081,78.72,75 or more,78.72,0.93,Less than 5,0.93
38083,38083,55.8,50 - 74,55.8,0.78,Less than 5,0.78
38085,38085,22.26,15 - 29,22.26,0.67,Less than 5,0.67
38087,38087,31.51,30 - 49,31.51,2.16,Less than 5,2.16
38089,38089,58.39,50 - 74,58.39,1,Less than 5,1
38091,38091,87.09,75 or more,87.09,0.13,Less than 5,0.13
38093,38093,72.48,50 - 74,72.48,0.66,Less than 5,0.66
38095,38095,87.43,75 or more,87.43,1.21,Less than 5,1.21
38097,38097,95.38,75 or more,95.38,0.07,Less than 5,0.07
38099,38099,87.11,75 or more,87.11,0.36,Less than 5,0.36
38101,38101,64.37,50 - 74,64.37,0.43,Less than 5,0.43
38103,38103,76.52,75 or more,76.52,0.19,Less than 5,0.19
38105,38105,55.59,50 - 74,55.59,0.81,Less than 5,0.81
39001,39001,22.58,15 - 29,22.58,10.89,14-May,10.89
39003,39003,63.29,50 - 74,63.29,3.93,Less than 5,3.93
39005,39005,40.98,30 - 49,40.98,14.77,14-May,14.77
39007,39007,24.27,15 - 29,24.27,11.61,14-May,11.61
39009,39009,8.7,14-May,8.7,11.15,14-May,11.15
39011,39011,74.54,50 - 74,74.54,12.28,14-May,12.28
39013,39013,10.27,14-May,10.27,10.23,14-May,10.23
39015,39015,44.41,30 - 49,44.41,3.65,Less than 5,3.65
39017,39017,38.92,30 - 49,38.92,6.26,14-May,6.26
39019,39019,23.14,15 - 29,23.14,20.72,15 - 29,20.72
39021,39021,60.1,50 - 74,60.1,4.29,Less than 5,4.29
39023,39023,58.9,50 - 74,58.9,4.95,Less than 5,4.95
39025,39025,30.59,30 - 49,30.59,2.06,Less than 5,2.06
39027,39027,71.77,50 - 74,71.77,2.54,Less than 5,2.54
39029,39029,23.99,15 - 29,23.99,25.62,15 - 29,25.62
39031,39031,24.58,15 - 29,24.58,14.49,14-May,14.49
39033,39033,86.31,75 or more,86.31,3.46,Less than 5,3.46
39035,39035,0.22,Less than 5,0.22,10.99,14-May,10.99
39037,39037,81.4,75 or more,81.4,9.34,14-May,9.34
39039,39039,75.23,75 or more,75.23,3.21,Less than 5,3.21
39041,39041,43.51,30 - 49,43.51,7.99,14-May,7.99
39043,39043,44.62,30 - 49,44.62,4.09,Less than 5,4.09
39045,39045,50.47,50 - 74,50.47,6.08,14-May,6.08
39047,39047,69.43,50 - 74,69.43,2.14,Less than 5,2.14
39049,39049,15.72,15 - 29,15.72,1.43,Less than 5,1.43
39051,39051,69.23,50 - 74,69.23,7.71,14-May,7.71
39053,39053,11.59,14-May,11.59,8.38,14-May,8.38
39055,39055,12.76,14-May,12.76,26.63,15 - 29,26.63
39057,39057,47.11,30 - 49,47.11,2.81,Less than 5,2.81
39059,39059,15.48,15 - 29,15.48,11.02,14-May,11.02
39061,39061,3.85,Less than 5,3.85,4.7,Less than 5,4.7
39063,39063,62.57,50 - 74,62.57,2.37,Less than 5,2.37
39065,39065,73.93,50 - 74,73.93,7.07,14-May,7.07
39067,39067,14.78,14-May,14.78,12.63,14-May,12.63
39069,39069,83.16,75 or more,83.16,2.05,Less than 5,2.05
39071,39071,55.85,50 - 74,55.85,3.61,Less than 5,3.61
39073,39073,5.21,14-May,5.21,5.52,14-May,5.52
39075,39075,45.9,30 - 49,45.9,30.11,30 - 59,30.11
39077,39077,66.35,50 - 74,66.35,7.15,14-May,7.15
39079,39079,10.11,14-May,10.11,7.82,14-May,7.82
39081,39081,9.9,14-May,9.9,14.35,14-May,14.35
39083,39083,38.27,30 - 49,38.27,8.94,14-May,8.94
39085,39085,5.87,14-May,5.87,11.91,14-May,11.91
39087,39087,5.84,14-May,5.84,6.29,14-May,6.29
39089,39089,36.94,30 - 49,36.94,6.85,14-May,6.85
39091,39091,60.58,50 - 74,60.58,6.15,14-May,6.15
39093,39093,32.68,30 - 49,32.68,5.67,14-May,5.67
39095,39095,27.36,15 - 29,27.36,1.99,Less than 5,1.99
39097,39097,81.91,75 or more,81.91,2.7,Less than 5,2.7
39099,39099,20.69,15 - 29,20.69,16.78,15 - 29,16.78
39101,39101,67.66,50 - 74,67.66,8.1,14-May,8.1
39103,39103,26.83,15 - 29,26.83,9.83,14-May,9.83
39105,39105,8.94,14-May,8.94,12.71,14-May,12.71
39107,39107,84.03,75 or more,84.03,21.18,15 - 29,21.18
39109,39109,63.34,50 - 74,63.34,4.34,Less than 5,4.34
39111,39111,10.18,14-May,10.18,14.29,14-May,14.29
39113,39113,35.43,30 - 49,35.43,3.61,Less than 5,3.61
39115,39115,11.25,14-May,11.25,11.93,14-May,11.93
39117,39117,53.54,50 - 74,53.54,4.8,Less than 5,4.8
39119,39119,18.62,15 - 29,18.62,15.64,15 - 29,15.64
39121,39121,11.3,14-May,11.3,5.86,14-May,5.86
39123,39123,63.51,50 - 74,63.51,1.35,Less than 5,1.35
39125,39125,77.03,75 or more,77.03,8.18,14-May,8.18
39127,39127,25.96,15 - 29,25.96,9.28,14-May,9.28
39129,39129,82.86,75 or more,82.86,1.51,Less than 5,1.51
39131,39131,18.89,15 - 29,18.89,5.03,14-May,5.03
39133,39133,18.83,15 - 29,18.83,11.14,14-May,11.14
39135,39135,71.88,50 - 74,71.88,5.22,14-May,5.22
39137,39137,93.01,75 or more,93.01,4.67,Less than 5,4.67
39139,39139,37.95,30 - 49,37.95,15.62,15 - 29,15.62
39141,39141,34.84,30 - 49,34.84,2.97,Less than 5,2.97
39143,39143,63.61,50 - 74,63.61,1.36,Less than 5,1.36
39145,39145,10.75,14-May,10.75,3.45,Less than 5,3.45
39147,39147,73.18,50 - 74,73.18,3.5,Less than 5,3.5
39149,39149,70.21,50 - 74,70.21,13.94,14-May,13.94
39151,39151,28.62,15 - 29,28.62,20.22,15 - 29,20.22
39153,39153,3.65,Less than 5,3.65,8.08,14-May,8.08
39155,39155,19.58,15 - 29,19.58,10.33,14-May,10.33
39157,39157,21.59,15 - 29,21.59,27.7,15 - 29,27.7
39159,39159,78.4,75 or more,78.4,4.44,Less than 5,4.44
39161,39161,82.01,75 or more,82.01,4.74,Less than 5,4.74
39163,39163,4.48,Less than 5,4.48,5.22,14-May,5.22
39165,39165,31.24,30 - 49,31.24,2.97,Less than 5,2.97
39167,39167,12.24,14-May,12.24,16.97,15 - 29,16.97
39169,39169,59.02,50 - 74,59.02,30.54,30 - 59,30.54
39171,39171,67.39,50 - 74,67.39,4.92,Less than 5,4.92
39173,39173,63.85,50 - 74,63.85,2.24,Less than 5,2.24
39175,39175,77.57,75 or more,77.57,2.34,Less than 5,2.34
40001,40001,12.11,14-May,12.11,13.91,14-May,13.91
40003,40003,58.9,50 - 74,58.9,0.14,Less than 5,0.14
40005,40005,9.59,14-May,9.59,8.34,14-May,8.34
40007,40007,30.3,30 - 49,30.3,0.34,Less than 5,0.34
40009,40009,27.68,15 - 29,27.68,4.5,Less than 5,4.5
40011,40011,41.59,30 - 49,41.59,0.72,Less than 5,0.72
40013,40013,19.32,15 - 29,19.32,1.2,Less than 5,1.2
40015,40015,33.75,30 - 49,33.75,2.08,Less than 5,2.08
40017,40017,44.23,30 - 49,44.23,0.67,Less than 5,0.67
40019,40019,15.1,15 - 29,15.1,5.08,14-May,5.08
40021,40021,9.59,14-May,9.59,14.08,14-May,14.08
40023,40023,12.81,14-May,12.81,4.74,Less than 5,4.74
40025,40025,36.35,30 - 49,36.35,1.73,Less than 5,1.73
40027,40027,10.46,14-May,10.46,11.17,14-May,11.17
40029,40029,13.64,14-May,13.64,5.73,14-May,5.73
40031,40031,20.03,15 - 29,20.03,0.41,Less than 5,0.41
40033,40033,45.81,30 - 49,45.81,(D),Less than 5,
40035,40035,22.76,15 - 29,22.76,16.98,15 - 29,16.98
40037,40037,11.7,14-May,11.7,3.72,Less than 5,3.72
40039,40039,40.28,30 - 49,40.28,1.47,Less than 5,1.47
40041,40041,13.2,14-May,13.2,27.55,15 - 29,27.55
40043,40043,25.81,15 - 29,25.81,0.37,Less than 5,0.37
